index,product,category,sub_category,brand,sale_price,market_price,type,rating,Stock Quantity,Reorder Level,Supplier Info,Lead Time (Days),Last Restock Date,Units Sold,avg_daily_demand,safety_stock,reorder_level,holding_cost,eoq,status,recommendation
3162,"Beans - Broad, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,46,57.5,Organic Vegetables,,71,,Supplier A,11,15:10.5,28,0.933333333,1,11,11.5,22,Adequate,Stock adequate. Review in 64 days
11701,Mop - Round With Pvs Handle,Cleaning & Household,"Mops, Brushes & Scrubs",Polyguards,249,249,"Mops, Wipers",1,23,,Supplier B,14,15:10.5,33,1.1,1,16,49.8,12,Adequate,Stock adequate. Review in 6 days
9947,Disney Doond Finding Dory Board Game For Kids - Multi-Colour,Cleaning & Household,Stationery,Kaadoo,300,399,Games & Calculators,5,15,,Supplier B,11,15:10.5,44,1.466666667,1,17,79.8,11,Reorder,Place order for 11.0 units. Current stock (15) below reorder level (17)
6918,Noir Oriental Leather Aftershave,Beauty & Hygiene,Men's Grooming,Neesh,950,950,Shaving Care,,10,,Supplier B,4,15:10.5,42,1.4,0,6,190,7,Adequate,Stock adequate. Review in 3 days
15454,Dark Chocolate Cookies,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",The Baker's Dozen,170,170,Premium Cookies,3.5,18,,Supplier C,8,15:10.5,19,0.633333333,0,5,34,11,Adequate,Stock adequate. Review in 21 days
13945,Beard Softener - Hydrating & Nourishing With Natural Oils,Beauty & Hygiene,Men's Grooming,Man Arden,299,299,Moustache & Beard Care,,89,,Supplier B,5,15:10.5,30,1,0,5,59.8,10,Adequate,Stock adequate. Review in 84 days
18760,Stainless Tweezers Scissors Ear Pick,Cleaning & Household,Stationery,Brother,45,45,"Scissor, Glue & Tape",5,89,,Supplier A,12,15:10.5,14,0.466666667,0,6,9,18,Adequate,Stock adequate. Review in 178 days
25675,Organic - Whole Wheat Atta/Godihittu,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,189,329,Organic Flours,,63,,Supplier B,8,15:10.5,45,1.5,1,13,65.8,12,Adequate,Stock adequate. Review in 33 days
23401,Roasted Chia Seeds - Premium Chia Seeds for Eating,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,149,149,Roasted Seeds & Nuts,4.4,21,,Supplier A,4,15:10.5,10,0.333333333,0,1,29.8,8,Adequate,Stock adequate. Review in 60 days
23154,Homemade Seedless Mango Pickle - No Preservatives,Snacks & Branded Foods,Pickles & Chutney,Vaada,300,300,Lime & Mango Pickle,3.4,14,,Supplier C,11,15:10.5,9,0.3,0,3,60,5,Adequate,Stock adequate. Review in 37 days
14135,Fresh Woody,Beauty & Hygiene,Men's Grooming,Fogg ,184,230,Men's Deodorants,4.3,49,,Supplier A,4,15:10.5,26,0.866666667,0,4,46,11,Adequate,Stock adequate. Review in 52 days
5053,542 Timex Clip Punchless File F/S,Cleaning & Household,Stationery,Stationari+,98,99,"Notebooks, Files, Folders",3.7,55,,Supplier A,13,15:10.5,34,1.133333333,1,15,19.8,19,Adequate,Stock adequate. Review in 35 days
5304,Tamarind - Sweet,Fruits & Vegetables,Fresh Fruits,Fresho,99,123.75,Exotic Fruits,,36,,Supplier C,10,15:10.5,18,0.6,0,6,24.75,12,Adequate,Stock adequate. Review in 50 days
23603,Chocolate Croissant,"Bakery, Cakes & Dairy",Gourmet Breads,Bon & Bread,128,128,"Croissants, Bagels",,84,,Supplier A,14,15:10.5,48,1.6,1,23,25.6,19,Adequate,Stock adequate. Review in 38 days
2944,Silver Aluminium Foil Container,Cleaning & Household,"Disposables, Garbage Bag",Ezee Alka,160,160,"Aluminium Foil, Clingwrap",3.7,62,,Supplier C,11,15:10.5,17,0.566666667,0,7,32,10,Adequate,Stock adequate. Review in 97 days
11004,"Cooking Butter - Unsalted, Organic","Bakery, Cakes & Dairy",Dairy,Akshayakalpa,1108,1108,Butter & Margarine,3.2,59,,Supplier C,8,15:10.5,8,0.266666667,0,2,221.6,3,Adequate,Stock adequate. Review in 214 days
18013,"100% Compostable & Bio-Degradable Garbage Bags - Medium, 19X21",Cleaning & Household,"Disposables, Garbage Bag",Pearl Luxury,126,126,Garbage Bags,3.7,61,,Supplier C,3,15:10.5,31,1.033333333,0,3,25.2,16,Adequate,Stock adequate. Review in 56 days
5384,Gold Low Calorie Sweetener,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Sugar free,44,44,Sugarfree Sweeteners,4.3,28,,Supplier A,4,15:10.5,17,0.566666667,0,2,8.8,20,Adequate,Stock adequate. Review in 46 days
24965,Whiteglow Skin Whitening & Brightening Nourishing Night Creme,Beauty & Hygiene,Skin Care,Lotus Herbals,318.75,425,Face Care,4.3,44,,Supplier C,12,15:10.5,23,0.766666667,0,10,85,7,Adequate,Stock adequate. Review in 44 days
6988,Sauce - Plum,Gourmet & World Food,"Sauces, Spreads & Dips",Lee Kum Kee,250,250,Thai & Asian Sauces,,61,,Supplier B,8,15:10.5,38,1.266666667,1,11,50,12,Adequate,Stock adequate. Review in 39 days
20888,Soy Milk Protein+ Original,"Bakery, Cakes & Dairy",Dairy,So Good,234.18,290,"Flavoured, Soya Milk",4,40,,Supplier A,4,15:10.5,10,0.333333333,0,1,58,6,Adequate,Stock adequate. Review in 117 days
19051,Corn Flakes - Original,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,425,425,Flakes,4.4,63,,Supplier A,7,15:10.5,47,1.566666667,1,12,85,11,Adequate,Stock adequate. Review in 33 days
10148,Saffron/Kesar,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,315,350,Whole Spices,4.1,68,,Supplier B,13,15:10.5,13,0.433333333,0,6,70,6,Adequate,Stock adequate. Review in 143 days
3232,Apricot Face Scrub,Beauty & Hygiene,Skin Care,INATUR ,135,225,Face Care,4.3,53,,Supplier B,12,15:10.5,25,0.833333333,0,10,45,11,Adequate,Stock adequate. Review in 52 days
3115,Alphonso Mango Conserve With No Added Sugar,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,149,249,"Jams, Marmalade, Spreads",4.1,65,,Supplier B,11,15:10.5,23,0.766666667,0,9,49.8,10,Adequate,Stock adequate. Review in 73 days
4023,Masala - Chicken Biryani,"Foodgrains, Oil & Masala",Masalas & Spices,Double Horse,55,55,Blended Masalas,4.4,28,,Supplier B,5,15:10.5,15,0.5,0,3,11,17,Adequate,Stock adequate. Review in 50 days
9544,Sweet Himalayan Loose Leaf Green Tea - 50 Cups,Beverages,Tea,VAHDAM,349,349,Leaf & Dust Tea,4,55,,Supplier C,11,15:10.5,46,1.533333333,1,18,69.8,11,Adequate,Stock adequate. Review in 24 days
6739,Eau-De-Mehfil Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Neesh,342,380,Eau De Parfum,5,97,,Supplier A,6,15:10.5,34,1.133333333,0,7,76,9,Adequate,Stock adequate. Review in 79 days
4705,Medium Prawns - Peeled & Deveined,"Eggs, Meat & Fish",Fish & Seafood,Buffet ,260,260,Frozen Fish & Seafood,,75,,Supplier A,6,15:10.5,5,0.166666667,0,1,52,4,Adequate,Stock adequate. Review in 444 days
9092,Noodles - Fiery Chilli,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Top Ramen ,10,10,Instant Noodles,4.1,80,,Supplier B,13,15:10.5,6,0.2,0,3,2,24,Adequate,Stock adequate. Review in 385 days
11258,Curry Flavour,Gourmet & World Food,"Pasta, Soup & Noodles",Yum Yum,175,175,Imported Noodles,1,63,,Supplier C,10,15:10.5,13,0.433333333,0,5,35,9,Adequate,Stock adequate. Review in 134 days
20307,Bockwurst - Pork,Snacks & Branded Foods,Frozen Veggies & Snacks,Bon Appetit,485,515,Frozen Non-Veg Snacks,5,58,,Supplier C,7,15:10.5,42,1.4,1,10,103,9,Adequate,Stock adequate. Review in 34 days
19913,Pure Magic - Chocolate Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,47.52,60,Glucose & Milk Biscuits,4.3,69,,Supplier B,11,15:10.5,13,0.433333333,0,5,12,15,Adequate,Stock adequate. Review in 148 days
22556,Gulab Jal - Premium Rose Water,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,65,65,Ayurveda,,90,,Supplier B,6,15:10.5,1,0.033333333,0,0,13,4,Adequate,Stock adequate. Review in 2700 days
26164,Perfume Spray - Elevate,Beauty & Hygiene,Fragrances & Deos,Park avenue,176.25,235,Men's Deodorants,4.3,36,,Supplier B,6,15:10.5,6,0.2,0,1,47,5,Adequate,Stock adequate. Review in 175 days
25454,"Sunfeast Yippee Tricolor Pasta - Masala, 2x65 g",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,45,50,Instant Pasta,4.1,45,,Supplier B,4,15:10.5,23,0.766666667,0,3,10,21,Adequate,Stock adequate. Review in 55 days
20081,"Decorative Wax Candles Scented - Orange, BB-1257-4, Arancia",Cleaning & Household,Pooja Needs,DP,249,449,Candles & Match Box,,68,,Supplier C,10,15:10.5,42,1.4,1,15,89.8,10,Adequate,Stock adequate. Review in 38 days
16760,Extra Virgin Olive Oil,Gourmet & World Food,Oils & Vinegar,BORGES,825.02,1400,Extra Virgin Olive Oil,4.5,59,,Supplier A,8,15:10.5,34,1.133333333,1,10,280,5,Adequate,Stock adequate. Review in 43 days
9121,Daily Shine Shampoo,Beauty & Hygiene,Hair Care,Dove,60,60,Shampoo & Conditioner,4.2,83,,Supplier C,8,15:10.5,2,0.066666667,0,1,12,6,Adequate,Stock adequate. Review in 1230 days
10316,Perfume Body Spray - Turquoise,Beauty & Hygiene,Fragrances & Deos,Paris,475,500,Body Sprays & Mists,,54,,Supplier A,10,15:10.5,11,0.366666667,0,4,100,5,Adequate,Stock adequate. Review in 136 days
11197,Kama Diffuser Oil,Beauty & Hygiene,Skin Care,Omved,2490,2490,Aromatherapy,,23,,Supplier A,13,15:10.5,7,0.233333333,0,3,498,2,Adequate,Stock adequate. Review in 86 days
20895,Apricot Flavour Plum,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,275,275,Roasted Seeds & Nuts,4.5,80,,Supplier A,10,15:10.5,17,0.566666667,0,6,55,8,Adequate,Stock adequate. Review in 131 days
15580,Ready Mix - Rava Dosai,Snacks & Branded Foods,Ready To Cook & Eat,Gits,105,120,Breakfast & Snack Mixes,4.1,48,,Supplier C,6,15:10.5,8,0.266666667,0,2,24,8,Adequate,Stock adequate. Review in 172 days
1182,Fragrance Body Spray - Tranquil,Beauty & Hygiene,Fragrances & Deos,Park avenue,179.1,199,Men's Deodorants,3.8,49,,Supplier B,13,15:10.5,28,0.933333333,1,13,39.8,12,Adequate,Stock adequate. Review in 39 days
17809,Germ Fighter Handwash Neem 750 ml + Multi-purpose Disinfectant Cleaner 500 ml,Cleaning & Household,All Purpose Cleaners,Godrej Protekt,222.5,249,Disinfectant Spray & Cleaners,,18,,Supplier B,5,15:10.5,39,1.3,0,7,49.8,13,Adequate,Stock adequate. Review in 8 days
6433,Absolute Argan Oil Radiance Night Revival Eye Creme,Beauty & Hygiene,Skin Care,Lakme,520,650,Eye Care,3,23,,Supplier C,4,15:10.5,44,1.466666667,0,6,130,8,Adequate,Stock adequate. Review in 12 days
3625,In White Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,1737.5,3475,Eau De Toilette,,17,,Supplier C,14,15:10.5,21,0.7,0,10,695,2,Adequate,Stock adequate. Review in 10 days
25265,Skin Brightening Face Sheet Mask,Beauty & Hygiene,Skin Care,Organic Harvest,99,99,Face Care,4.2,90,,Supplier A,5,15:10.5,42,1.4,1,8,19.8,21,Adequate,Stock adequate. Review in 59 days
24265,FunFoods Veg Mayonnaise Original,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,179,179,Mayonnaise,4.3,32,,Supplier C,14,15:10.5,19,0.633333333,0,9,35.8,10,Adequate,Stock adequate. Review in 36 days
13256,Peanut Butter - Crunchy,Gourmet & World Food,"Sauces, Spreads & Dips",Disano,109,115,"Chocolate, Peanut Spread",4.3,89,,Supplier A,12,15:10.5,43,1.433333333,1,18,23,19,Adequate,Stock adequate. Review in 50 days
5990,"Lizol Floor Cleaner, Citrus - 500ml + Harpic Bathroom Cleaning Liquid - Lemon 500ml",Cleaning & Household,All Purpose Cleaners,bb Combo,171.73,188,Floor & Other Cleaners,4,99,,Supplier C,8,15:10.5,7,0.233333333,0,2,37.6,6,Adequate,Stock adequate. Review in 416 days
984,Men Expert White Activ Intensive Whitening Foam,Beauty & Hygiene,Men's Grooming,Loreal Paris,499,499,Face & Body,3,18,,Supplier B,11,15:10.5,39,1.3,1,15,99.8,9,Adequate,Stock adequate. Review in 2 days
25225,"Menstrual Cup - Large Size, For Women Under 30 Years Of Age And With Low Cervix",Beauty & Hygiene,Feminine Hygiene,Meneza,1079.28,1499,Tampons & Menstrual Cups,,16,,Supplier B,11,15:10.5,35,1.166666667,1,13,299.8,5,Adequate,Stock adequate. Review in 3 days
14565,Antiseptic Liquid 550 ml + Disinfectant Spray- Original 225 ml,Beauty & Hygiene,Health & Medicine,Dettol,302.1,335.91,Antiseptics & Bandages,,91,,Supplier B,11,15:10.5,11,0.366666667,0,4,67.182,6,Adequate,Stock adequate. Review in 237 days
12569,Gluten-Free Rolled Oats - Premium,Snacks & Branded Foods,Breakfast Cereals,NUTRIWISH,350,350,Oats & Porridge,3.9,81,,Supplier C,5,15:10.5,40,1.333333333,0,7,70,11,Adequate,Stock adequate. Review in 56 days
8717,Piri Piri,Gourmet & World Food,Cooking & Baking Needs,Puramate,81,90,"Herbs, Seasonings & Rubs",4.7,94,,Supplier A,5,15:10.5,41,1.366666667,1,7,18,21,Adequate,Stock adequate. Review in 64 days
6833,Disinfectant Toilet Cleaner - White & Shine Bleach,Cleaning & Household,All Purpose Cleaners,Harpic,77.22,89,Toilet Cleaners,4.3,99,,Supplier B,13,15:10.5,41,1.366666667,1,19,17.8,21,Adequate,Stock adequate. Review in 59 days
6939,Shape Up Slimming Oil,Beauty & Hygiene,Skin Care,Vlcc,191,255,Body Care,4.3,76,,Supplier A,14,15:10.5,28,0.933333333,1,14,51,10,Adequate,Stock adequate. Review in 66 days
9622,Cookies - Honey Oatmeal,Snacks & Branded Foods,Biscuits & Cookies,Unibic,135,150,Cookies,4.2,70,,Supplier B,14,15:10.5,31,1.033333333,1,15,30,14,Adequate,Stock adequate. Review in 53 days
12511,"Face Wash Brush - Transparent, Colour May Vary",Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199,Bathing Accessories,3.7,26,,Supplier A,11,15:10.5,37,1.233333333,1,14,39.8,14,Adequate,Stock adequate. Review in 10 days
5170,Sunehra Mineral Sugar/Sakkare,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Trust,450,450,Sugar & Jaggery,4.5,66,,Supplier C,7,15:10.5,35,1.166666667,2,10,90,9,Adequate,Stock adequate. Review in 48 days
20515,bb Royal Sona Masoori Raw Rice 10kg + Toor Dal 1kg + Sugar 1kg,"Foodgrains, Oil & Masala",Dals & Pulses,bb Combo,668,930,Raw Rice,,33,,Supplier C,4,15:10.5,26,0.866666667,0,4,186,5,Adequate,Stock adequate. Review in 33 days
22851,Jackfruit - Peeled,Fruits & Vegetables,Fresh Fruits,Fresho,55,68.75,"Cut Fruit, Tender Coconut",,34,,Supplier A,4,15:10.5,28,0.933333333,0,4,13.75,20,Adequate,Stock adequate. Review in 32 days
19674,Organic - Sunflower Oil,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,153,170,"Organic Edible Oil, Ghee",3.3,14,,Supplier C,13,15:10.5,32,1.066666667,1,15,34,14,Reorder,Place order for 14.0 units. Current stock (14) below reorder level (15)
8824,"Premium Digital Tampon - Medium Flow, FDA Approved",Beauty & Hygiene,Feminine Hygiene,Sirona,200.6,295,Tampons & Menstrual Cups,4.8,59,,Supplier A,3,15:10.5,49,1.633333333,0,5,59,13,Adequate,Stock adequate. Review in 33 days
6321,Cashew & Oat Mylk,"Bakery, Cakes & Dairy",Non Dairy,Goodmylk,28,28,Dairy Free (Vegan),4.7,97,,Supplier C,13,15:10.5,44,1.466666667,1,20,5.6,40,Adequate,Stock adequate. Review in 53 days
1521,On The Go - Peri Peri Nachos & Salsa Dip,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,48,60,Nachos & Chips,4,40,,Supplier C,14,15:10.5,4,0.133333333,0,2,12,8,Adequate,Stock adequate. Review in 285 days
8764,Fresh Boost Deodorant - 48h Long Lasting Freshness With Fresh Musk Scent,Beauty & Hygiene,Fragrances & Deos,Nivea Men,245,250,Men's Deodorants,4.1,64,,Supplier A,5,15:10.5,1,0.033333333,0,0,50,2,Adequate,Stock adequate. Review in 1920 days
23210,Coconut Flour,Gourmet & World Food,"Atta, Flours & Sooji",By Nature,405,405,Flours & Pre-Mixes,3.4,35,,Supplier B,13,15:10.5,38,1.266666667,1,17,81,10,Adequate,Stock adequate. Review in 14 days
15334,2-In-1 Insect Killer Spray - 100% Kill On Mosquitoes & Cockroaches,Cleaning & Household,Fresheners & Repellents,Mortein,234,280,Insect Repellent,4.2,30,,Supplier B,4,15:10.5,40,1.333333333,0,6,56,12,Adequate,Stock adequate. Review in 18 days
233,Banana Stem - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,32,40,Cut & Peeled Veggies,,67,,Supplier B,10,15:10.5,13,0.433333333,0,5,8,18,Adequate,Stock adequate. Review in 143 days
15713,Sandhimitra Arka,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,130,130,Ayurveda,,33,,Supplier A,3,15:10.5,21,0.7,0,2,26,13,Adequate,Stock adequate. Review in 44 days
15762,Cool Kick Men Deodorant - 48h Long lasting Freshness,Beauty & Hygiene,Fragrances & Deos,Nivea,189,210,Men's Deodorants,3.7,37,,Supplier B,13,15:10.5,12,0.4,0,5,42,8,Adequate,Stock adequate. Review in 80 days
20828,Instant Dry Yeast,Gourmet & World Food,Cooking & Baking Needs,Puramate,675,750,"Baking, Cake Decorations",5,39,,Supplier C,5,15:10.5,13,0.433333333,0,2,150,4,Adequate,Stock adequate. Review in 85 days
18347,Microwave Popcorn - Butter,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",4700BC,191.25,225,Gourmet Popcorn,,43,,Supplier B,12,15:10.5,28,0.933333333,1,12,45,11,Adequate,Stock adequate. Review in 33 days
25700,Choco Deck - Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Fabelle,66.5,70,Chocolates,4.4,63,,Supplier C,14,15:10.5,48,1.6,1,23,14,26,Adequate,Stock adequate. Review in 25 days
4790,Red Velvet Cake,"Bakery, Cakes & Dairy",Cakes & Pastries,The Baker's Dozen,139,139,Tea Cakes & Slice Cakes,3.5,61,,Supplier B,6,15:10.5,22,0.733333333,0,5,27.8,13,Adequate,Stock adequate. Review in 76 days
5437,Kesar Sandalwood Puja Diya Oil,Cleaning & Household,Pooja Needs,Soulflower,350,350,Other Pooja Needs,4.3,96,,Supplier B,7,15:10.5,45,1.5,1,11,70,11,Adequate,Stock adequate. Review in 57 days
19168,Men Hair Cream - Classic,Beauty & Hygiene,Men's Grooming,Parachute Advansed,68,85,Hair Care & Styling,4.2,17,,Supplier A,12,15:10.5,13,0.433333333,0,5,17,12,Adequate,Stock adequate. Review in 28 days
11722,"Brown Bread - Safe, Preservative Free","Bakery, Cakes & Dairy",Breads & Buns,Fresho,39,39,"Brown, Wheat & Multigrain",,19,,Supplier C,13,15:10.5,48,1.6,1,22,7.8,35,Reorder,Place order for 35.0 units. Current stock (19) below reorder level (22)
9673,"Face Mask - Ultra-Light Contoured Fit, Small, Aqua Grey",Beauty & Hygiene,Health & Medicine,Amante,119,145,Face Masks & Safety Gears,,64,,Supplier C,14,15:10.5,18,0.6,0,9,29,11,Adequate,Stock adequate. Review in 92 days
24567,Pista Fingers,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Cookie Man,350,350,"Bakery Biscuits, Cookies",2,10,,Supplier C,6,15:10.5,40,1.333333333,1,9,70,11,Adequate,Stock adequate. Review in 1 days
25406,Air & Surface Disinfectant Spray,Beauty & Hygiene,Bath & Hand Wash,ZM LABS,765,1020,Hand Wash & Sanitizers,3.8,93,,Supplier B,3,15:10.5,32,1.066666667,0,4,204,6,Adequate,Stock adequate. Review in 83 days
5996,Amlant Ayurvedic Medicine For Acidity,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda ,250,250,Ayurveda,,46,,Supplier B,3,15:10.5,48,1.6,0,5,50,14,Adequate,Stock adequate. Review in 26 days
3350,Abbies Apple Cider Vinegar,Gourmet & World Food,Oils & Vinegar,Abbies,175,175,Balsamic & Cider Vinegar,4,91,,Supplier A,9,15:10.5,30,1,0,9,35,13,Adequate,Stock adequate. Review in 82 days
18359,Organic Almond Butter - Unsweetened,Gourmet & World Food,"Sauces, Spreads & Dips",Organic Origins,490,490,"Chocolate, Peanut Spread",3.9,30,,Supplier A,7,15:10.5,2,0.066666667,0,0,98,2,Adequate,Stock adequate. Review in 450 days
19524,Chikmagaluru's Aroma Platinum Filter Coffee Decoction,Beverages,Coffee,RISE UP ,160,160,Instant Coffee,3.5,13,,Supplier A,6,15:10.5,38,1.266666667,1,8,32,15,Adequate,Stock adequate. Review in 4 days
3388,Kesh Perfect Tablet,Beauty & Hygiene,Health & Medicine,Meghdoot,160,160,Ayurveda,,52,,Supplier B,6,15:10.5,1,0.033333333,0,0,32,2,Adequate,Stock adequate. Review in 1560 days
1444,Serie Expert Inforcer Masque,Beauty & Hygiene,Hair Care,LOreal Professionnel,820,820,Hair & Scalp Treatment,3.5,75,,Supplier A,4,15:10.5,24,0.8,0,3,164,5,Adequate,Stock adequate. Review in 90 days
15603,Organic Rajma/Capparadavare - Red,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,128.25,135,Organic Dals & Pulses,3.9,30,,Supplier C,3,15:10.5,14,0.466666667,0,2,27,10,Adequate,Stock adequate. Review in 60 days
16133,Skin Firming Serum Mask With Hyaluronic Acid & Brown Algae Extract,Beauty & Hygiene,Skin Care,Ponds,112.5,150,Face Care,3.6,46,,Supplier A,10,15:10.5,9,0.3,0,3,30,8,Adequate,Stock adequate. Review in 143 days
20136,Namkeen - Fulvada Gathia,Snacks & Branded Foods,Snacks & Namkeen,Balaji foods,55,55,Namkeen & Savoury Snacks,3.3,78,,Supplier B,11,15:10.5,21,0.7,0,8,11,20,Adequate,Stock adequate. Review in 100 days
14621,Floor Brush - With Dustpan,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,169,349,Toilet & Other Brushes,,90,,Supplier A,14,15:10.5,19,0.633333333,0,9,69.8,7,Adequate,Stock adequate. Review in 128 days
99,Frankincense Oil,Beauty & Hygiene,Skin Care,Organic Harvest,258.75,345,Aromatherapy,3.7,57,,Supplier C,9,15:10.5,17,0.566666667,0,5,69,7,Adequate,Stock adequate. Review in 92 days
6832,2 Hour - Ultra Protect Spray,Beauty & Hygiene,Bath & Hand Wash,Dr Rhazes,180,180,Hand Wash & Sanitizers,1.5,20,,Supplier C,14,15:10.5,14,0.466666667,0,7,36,9,Adequate,Stock adequate. Review in 28 days
7548,Classic Green Organic Tea,Beverages,Tea,Eco Valley ,148.75,175,Leaf & Dust Tea,4.4,53,,Supplier C,5,15:10.5,9,0.3,0,2,35,7,Adequate,Stock adequate. Review in 170 days
5894,Powder - Green Coriander,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,60.14,62,Powdered Spices,4.2,73,,Supplier B,11,15:10.5,7,0.233333333,0,3,12.4,11,Adequate,Stock adequate. Review in 300 days
24867,Shaving Foam Sensitive Type,Beauty & Hygiene,Men's Grooming,Vi-john,160,200,Shaving Care,,41,,Supplier C,11,15:10.5,28,0.933333333,1,11,40,12,Adequate,Stock adequate. Review in 32 days
15644,Aloevera Gel - Green,Beauty & Hygiene,Skin Care,Khadi Natural,190,200,Face Care,4.1,30,,Supplier A,12,15:10.5,38,1.266666667,1,16,40,14,Adequate,Stock adequate. Review in 11 days
7780,Ragi Vermicelli,"Foodgrains, Oil & Masala",Dals & Pulses,Ammi Samayal,70,70,Cereals & Millets,4,80,,Supplier A,9,15:10.5,36,1.2,1,11,14,23,Adequate,Stock adequate. Review in 58 days
21039,Handwash - Fresh,Beauty & Hygiene,Bath & Hand Wash,Santoor,272.23,327,Hand Wash & Sanitizers,4.3,19,,Supplier C,7,15:10.5,41,1.366666667,1,10,65.4,11,Adequate,Stock adequate. Review in 7 days
27011,"Body Bath Loofah Face Towel Hangable, Assorted - BH065D",Beauty & Hygiene,Bath & Hand Wash,BB Home,165,265,Bathing Accessories,4,70,,Supplier B,4,15:10.5,27,0.9,0,4,53,10,Adequate,Stock adequate. Review in 73 days
379,Amla Juice,Beverages,Fruit Juices & Drinks,Patanjali,220,220,Juices,,45,,Supplier C,11,15:10.5,31,1.033333333,1,12,44,12,Adequate,Stock adequate. Review in 32 days
3793,Haldi Doodh Mix With Cardamom & Black Pepper,Beverages,Fruit Juices & Drinks,Tata Sampann,85,85,Syrups & Concentrates,5,93,,Supplier A,8,15:10.5,13,0.433333333,0,4,17,12,Adequate,Stock adequate. Review in 205 days
14438,Curcumin Beverage - Mango,Beauty & Hygiene,Health & Medicine,Azani Active Nutrition,554,554,Supplements & Proteins,,86,,Supplier A,7,15:10.5,46,1.533333333,1,11,110.8,9,Adequate,Stock adequate. Review in 49 days
26880,"Peanut Butter - Creamy, No Added Sugar & Salt",Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Sundrop,249,249,Choco & Nut Spread,4,28,,Supplier C,6,15:10.5,17,0.566666667,0,4,49.8,8,Adequate,Stock adequate. Review in 42 days
12803,"Sensual, Natural Jasmine & Vanilla Cold Pressed Body Massage Oil",Beauty & Hygiene,Skin Care,BodyHerbals,345,345,Body Care,5,84,,Supplier B,14,15:10.5,24,0.8,0,12,69,8,Adequate,Stock adequate. Review in 90 days
26257,Tea - Green,Gourmet & World Food,Drinks & Beverages,Himalaya Wellness,264,300,Gourmet Tea & Tea Bags,,53,,Supplier A,8,15:10.5,43,1.433333333,1,12,60,12,Adequate,Stock adequate. Review in 29 days
1454,Raw Chia Seeds - Premium Raw Chia Seeds for Eating,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,270,300,Roasted Seeds & Nuts,4.2,13,,Supplier B,10,15:10.5,9,0.3,0,3,60,5,Adequate,Stock adequate. Review in 33 days
10837,Kabuli Chana/Kabuli Kadale,"Foodgrains, Oil & Masala",Dals & Pulses,Tata Sampann,177.6,185,"Toor, Channa & Moong Dal",4.2,22,,Supplier C,9,15:10.5,17,0.566666667,0,5,37,10,Adequate,Stock adequate. Review in 30 days
18446,Jamun Honey,Gourmet & World Food,"Sauces, Spreads & Dips",Under The Mango Tree,295,295,Honey & Maple Syrup,3.6,68,,Supplier A,13,15:10.5,19,0.633333333,0,9,59,8,Adequate,Stock adequate. Review in 93 days
22485,"Baby Bed Protector - Plain Print, Orchid",Baby Care,Baby Bath & Hygiene,Quick Dry,185,185,Baby Health,3.7,11,,Supplier A,14,15:10.5,11,0.366666667,0,5,37,8,Adequate,Stock adequate. Review in 16 days
20191,Shahi Garam Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Aashirvaad,70.2,90,Blended Masalas,4,10,,Supplier A,9,15:10.5,16,0.533333333,0,5,18,13,Adequate,Stock adequate. Review in 9 days
19883,Eco Friendly Toilet Cleaner,Cleaning & Household,All Purpose Cleaners,The Better Home,239.2,299,Toilet Cleaners,3,49,,Supplier A,12,15:10.5,39,1.3,1,16,59.8,11,Adequate,Stock adequate. Review in 25 days
